"","datum","x"
"734",2018-07-09,120
"735",2018-07-10,109
"736",2018-07-11,143
"737",2018-07-12,73
"738",2018-07-13,63
"739",2018-07-16,104
"740",2018-07-17,100
"741",2018-07-18,71
"742",2018-07-19,104
"743",2018-07-20,142
"744",2018-07-21,5
"745",2018-07-23,67
"746",2018-07-24,131
"747",2018-07-25,101
"748",2018-07-26,232
"749",2018-07-27,177
"750",2018-07-30,246
"751",2018-07-31,202
"752",2018-08-01,214
"753",2018-08-02,175
"754",2018-08-03,103
"755",2018-08-04,8
"756",2018-08-06,202
"757",2018-08-07,102
"758",2018-08-08,118
"759",2018-08-09,95
"760",2018-08-10,137
"761",2018-08-13,26
"762",2018-08-14,78
"763",2018-08-15,147
"764",2018-08-16,127
"765",2018-08-17,114
"766",2018-08-20,102
"767",2018-08-21,139
"768",2018-08-22,180
"769",2018-08-23,140
"770",2018-08-24,117
"771",2018-08-27,152
"772",2018-08-28,149
"773",2018-08-29,175
"774",2018-08-30,318
"775",2018-08-31,275
"776",2018-09-03,209
"777",2018-09-04,235
"778",2018-09-05,275
"779",2018-09-06,174
"780",2018-09-07,198
"781",2018-09-10,159
"782",2018-09-11,143
"783",2018-09-12,159
"784",2018-09-13,196
"785",2018-09-14,176
"786",2018-09-17,102
"787",2018-09-18,240
"788",2018-09-19,143
"789",2018-09-20,105
"790",2018-09-21,111
"791",2018-09-22,30
"792",2018-09-24,87
"793",2018-09-25,147
"794",2018-09-26,104
"795",2018-09-27,221
"796",2018-09-28,266
"797",2018-10-01,314
"798",2018-10-02,149
"799",2018-10-03,211
"800",2018-10-04,118
"801",2018-10-05,173
"802",2018-10-08,176
"803",2018-10-09,135
"804",2018-10-10,96
"805",2018-10-11,88
"806",2018-10-12,90
"807",2018-10-15,47
"808",2018-10-16,117
"809",2018-10-17,108
"810",2018-10-18,127
"811",2018-10-19,104
"812",2018-10-22,128
"813",2018-10-23,175
"814",2018-10-24,103
"815",2018-10-25,133
"816",2018-10-26,103
"817",2018-10-29,202
"818",2018-10-30,254
"819",2018-10-31,294
"820",2018-11-01,236
"821",2018-11-02,206
"822",2018-11-03,4
"823",2018-11-05,271
"824",2018-11-06,137
"825",2018-11-07,89
"826",2018-11-08,170
"827",2018-11-09,156
"828",2018-11-10,25
"829",2018-11-12,17
"830",2018-11-13,182
"831",2018-11-14,212
"832",2018-11-15,43
"833",2018-11-16,138
"834",2018-11-17,58
"835",2018-11-19,132
"836",2018-11-20,165
"837",2018-11-21,108
"838",2018-11-22,228
"839",2018-11-23,163
"840",2018-11-24,50
"841",2018-11-26,258
"842",2018-11-27,250
"843",2018-11-28,152
"844",2018-11-29,228
"845",2018-11-30,326
"846",2018-12-01,47
"847",2018-12-03,319
"848",2018-12-04,127
"849",2018-12-05,227
"850",2018-12-06,230
"851",2018-12-07,379
"852",2018-12-08,6
"853",2018-12-10,190
"854",2018-12-11,185
"855",2018-12-12,129
"856",2018-12-13,99
"857",2018-12-14,87
"858",2018-12-15,22
"859",2018-12-17,116
"860",2018-12-18,227
"861",2018-12-19,125
"862",2018-12-20,169
"863",2018-12-21,136
"864",2018-12-22,10
"865",2018-12-24,219
"866",2018-12-25,338
"867",2018-12-26,238
"868",2018-12-27,420
"869",2018-12-28,358
"870",2018-12-29,25
"871",2018-12-31,226
