"","datum","x"
"633",2018-04-13,71
"634",2018-04-16,116
"635",2018-04-17,148
"636",2018-04-18,75
"637",2018-04-19,94
"638",2018-04-20,143
"639",2018-04-23,16
"640",2018-04-24,80
"641",2018-04-25,72
"642",2018-04-26,20
"643",2018-04-27,75
"644",2018-04-30,16
"645",2018-05-03,101
"646",2018-05-04,127
"647",2018-05-07,49
"648",2018-05-08,31
"649",2018-05-09,91
"650",2018-05-10,27
"651",2018-05-11,23
"652",2018-05-12,80
"653",2018-05-14,96
"654",2018-05-15,60
"655",2018-05-16,74
"656",2018-05-17,48
"657",2018-05-18,62
"658",2018-05-21,64
"659",2018-05-22,47
"660",2018-05-23,62
"661",2018-05-24,63
"662",2018-05-25,81
"663",2018-05-28,72
"664",2018-05-29,100
"665",2018-05-30,35
"666",2018-05-31,63
"667",2018-06-01,4
"668",2018-06-02,5
"669",2018-06-04,29
"670",2018-06-05,119
"671",2018-06-06,20
"672",2018-06-07,50
"673",2018-06-08,125
"674",2018-06-11,43
"675",2018-06-12,49
"676",2018-06-13,36
"677",2018-06-14,77
"678",2018-06-15,82
"679",2018-06-16,22
"680",2018-06-18,12
"681",2018-06-19,176
"682",2018-06-20,69
"683",2018-06-21,74
"684",2018-06-22,34
"685",2018-06-25,142
"686",2018-06-26,44
"687",2018-06-27,178
"688",2018-06-28,51
"689",2018-06-29,35
"690",2018-06-30,1
"691",2018-07-03,38
"692",2018-07-05,17
"693",2018-07-06,37
"694",2018-07-07,6
"695",2018-07-09,5
"696",2018-07-10,52
"697",2018-07-11,23
"698",2018-07-12,25
"699",2018-07-13,70
"700",2018-07-16,28
"701",2018-07-17,34
"702",2018-07-18,29
"703",2018-07-19,25
"704",2018-07-20,30
"705",2018-07-21,10
"706",2018-07-23,46
"707",2018-07-24,17
"708",2018-07-25,68
"709",2018-07-26,14
"710",2018-07-27,53
"711",2018-07-30,15
"712",2018-07-31,85
"713",2018-08-01,3
"714",2018-08-02,49
"715",2018-08-03,50
"716",2018-08-04,3
"717",2018-08-06,44
"718",2018-08-07,12
"719",2018-08-08,37
"720",2018-08-09,17
"721",2018-08-10,24
"722",2018-08-11,1
"723",2018-08-13,8
"724",2018-08-14,9
"725",2018-08-15,60
"726",2018-08-16,60
"727",2018-08-17,14
"728",2018-08-20,15
"729",2018-08-21,55
"730",2018-08-22,2
"731",2018-08-23,92
"732",2018-08-24,45
"733",2018-08-27,12
"734",2018-08-30,20
"735",2018-08-31,24
"736",2018-09-01,3
"737",2018-09-03,4
"738",2018-09-04,16
"739",2018-09-05,45
"740",2018-09-06,31
"741",2018-09-07,27
"742",2018-09-08,27
"743",2018-09-10,75
"744",2018-09-11,14
"745",2018-09-12,68
"746",2018-09-13,42
"747",2018-09-14,51
"748",2018-09-15,31
"749",2018-09-17,18
"750",2018-09-18,17
"751",2018-09-19,33
"752",2018-09-20,10
"753",2018-09-21,25
"754",2018-09-24,16
"755",2018-09-25,100
"756",2018-09-26,14
"757",2018-09-27,34
"758",2018-09-28,26
"759",2018-10-01,18
"760",2018-10-02,20
"761",2018-10-03,52
"762",2018-10-04,20
"763",2018-10-05,33
"764",2018-10-06,2
"765",2018-10-08,4
"766",2018-10-09,11
"767",2018-10-10,43
"768",2018-10-11,79
"769",2018-10-12,20
"770",2018-10-15,17
"771",2018-10-16,36
"772",2018-10-17,3
"773",2018-10-18,58
"774",2018-10-19,25
"775",2018-10-22,27
"776",2018-10-23,28
"777",2018-10-24,31
"778",2018-10-25,38
"779",2018-10-26,17
"780",2018-10-27,8
"781",2018-10-29,62
"782",2018-10-30,28
"783",2018-10-31,5
"784",2018-11-01,65
"785",2018-11-02,53
"786",2018-11-03,4
"787",2018-11-05,40
"788",2018-11-06,44
"789",2018-11-08,10
"790",2018-11-09,31
"791",2018-11-13,15
"792",2018-11-14,14
"793",2018-11-15,50
"794",2018-11-16,40
"795",2018-11-19,25
"796",2018-11-20,92
"797",2018-11-21,101
"798",2018-11-22,25
"799",2018-11-23,50
"800",2018-11-26,46
"801",2018-11-27,50
"802",2018-11-28,60
"803",2018-11-29,69
"804",2018-11-30,23
"805",2018-12-03,70
"806",2018-12-04,27
"807",2018-12-05,77
